Longitude,Latitude,Predicted_UHI
-70.651655,-33.49167,Medium
-70.651745,-33.492105,Medium
-70.65188,-33.49255,Medium
-70.65199333,-33.492995,High
-70.65216,-33.493495,High
-70.65227833,-33.4939,Medium
-70.65241,-33.49432,High
-70.65253167,-33.494795,Medium
-70.65263333,-33.49524667,High
-70.65274667,-33.495645,High
-70.65286,-33.49602,Medium
-70.652925,-33.496375,High
-70.65301333,-33.49670333,High
-70.65312333,-33.497045,Medium
-70.65324,-33.49736167,Medium
-70.65334167,-33.49764,High
-70.65341333,-33.49793667,High
-70.65362667,-33.49819167,High
-70.65398333,-33.498075,Medium
-70.65441167,-33.49793167,Medium
-70.6549,-33.49776667,High
-70.65528,-33.49763333,Medium
-70.65559667,-33.49754833,Medium
-70.656045,-33.49737833,Medium
-70.65650833,-33.49723333,Medium
-70.65687833,-33.49711667,Medium
-70.65774833,-33.496845,High
-70.65815667,-33.49670833,Medium
-70.658585,-33.49655,Medium
-70.65901833,-33.49638167,Medium
-70.65936167,-33.49626,Medium
-70.65974,-33.49615,Medium
-70.66014333,-33.496005,Medium
-70.66057,-33.49586833,Medium
-70.661065,-33.49575333,High
-70.6615,-33.49562167,High
-70.66179833,-33.495545,High
-70.66215667,-33.49542667,Medium
-70.66263833,-33.4953,High
-70.66311167,-33.495145,Medium
-70.663545,-33.494975,Medium
-70.663875,-33.49493333,Medium
-70.664035,-33.49533167,High
-70.66421667,-33.49572,High
-70.66439,-33.49604833,Medium
-70.66454,-33.49641833,Medium
-70.66475833,-33.496855,High
-70.665,-33.49733333,Medium
-70.66521667,-33.497815,High
-70.66544833,-33.49831,High
-70.66566,-33.49878167,Medium
-70.66588167,-33.49922333,Medium
-70.66607,-33.49956667,High
-70.66621667,-33.49983,High
-70.66640667,-33.50021667,High
-70.66654167,-33.50050333,High
-70.66668667,-33.50089667,High
-70.66684667,-33.50135,Medium
-70.66705,-33.50177,Medium
-70.66725,-33.502215,High
-70.66747833,-33.50264,Medium
-70.66767,-33.50305667,Medium
-70.667865,-33.5035,Medium
-70.66803333,-33.50382833,Medium
-70.66816667,-33.504125,Medium
-70.668305,-33.50442167,Medium
-70.668505,-33.50485,Medium
-70.66876167,-33.50537167,Low
-70.66898333,-33.50588167,Medium
-70.66918667,-33.50635333,Low
-70.66942333,-33.50682167,Low
-70.66964667,-33.50729833,Medium
-70.66985667,-33.50773,Medium
-70.67007833,-33.50813833,Medium
-70.67028,-33.50855667,Medium
-70.6705,-33.508985,Medium
-70.67070333,-33.50941667,Medium
-70.67085667,-33.50980667,Medium
-70.67101,-33.51011167,Medium
-70.67111667,-33.51035667,Medium
-70.67124,-33.51068167,Medium
-70.670915,-33.510865,Medium
-70.67055833,-33.51094667,High
-70.67014167,-33.51106167,High
-70.669715,-33.51119333,High
-70.66924833,-33.51133,High
-70.66878167,-33.51148333,High
-70.66833167,-33.51162167,Medium
-70.66790333,-33.51173167,Medium
-70.66757833,-33.51183333,High
-70.66719167,-33.51196,High
-70.66689833,-33.51203667,High
-70.666515,-33.512125,High
-70.66609167,-33.51225833,High
-70.66567833,-33.512415,High
-70.66525667,-33.51255333,High
-70.66486167,-33.51267667,Medium
-70.66444333,-33.51279833,Medium
-70.66403333,-33.51289,Medium
-70.66372333,-33.51297833,Medium
-70.66336667,-33.51310333,Medium
-70.66290833,-33.51325833,Medium
-70.662535,-33.51336833,Medium
-70.66218,-33.51348333,Medium
-70.66175833,-33.51361833,High
-70.66131667,-33.51372833,High
-70.66090833,-33.51385333,Medium
-70.66047667,-33.51398667,Medium
-70.66010667,-33.5141,Medium
-70.65977167,-33.51422,Medium
-70.659385,-33.51430833,Medium
-70.65908333,-33.51440833,Medium
-70.65857,-33.51459167,Medium
-70.65822,-33.51469,Medium
-70.657915,-33.51472,Medium
-70.657445,-33.51482,Medium
-70.65699,-33.51488833,Medium
-70.6565,-33.51496667,Medium
-70.65603667,-33.51511333,Medium
-70.65562,-33.51519333,High
-70.65516667,-33.515315,High
-70.654645,-33.51541333,Medium
-70.65415833,-33.51551167,Medium
-70.65362833,-33.51560167,High
-70.65315,-33.515685,High
-70.65261167,-33.51578167,High
-70.65214,-33.51587333,High
-70.65164833,-33.51597333,High
-70.651145,-33.51608,High
-70.65064833,-33.51618833,High
-70.65010667,-33.51626667,High
-70.64961167,-33.51637833,High
-70.64920333,-33.51644167,High
-70.64909667,-33.51675333,High
-70.70119833,-33.515775,Medium
-70.70101833,-33.51536,Medium
-70.70080667,-33.514935,Medium
-70.700595,-33.51452667,Medium
-70.700415,-33.51410833,Medium
-70.70017833,-33.51368833,Medium
-70.70000833,-33.513285,Medium
-70.699805,-33.51290333,Medium
-70.69963833,-33.51262333,Medium
-70.69951667,-33.51237167,Medium
-70.69943833,-33.51164333,Medium
-70.69975333,-33.51153167,Low
-70.70007,-33.51144667,Low
-70.70043167,-33.51131167,Low
-70.70088667,-33.51115667,Low
-70.70138,-33.51096833,Low
-70.701885,-33.51079833,High
-70.70242,-33.51063333,High
-70.702955,-33.510445,High
-70.703445,-33.51025167,High
-70.70391,-33.510085,High
-70.70436833,-33.50993667,Medium
-70.704745,-33.509805,High
-70.70544667,-33.50956333,Medium
-70.705765,-33.50947833,Medium
-70.70622167,-33.50933833,High
-70.70656833,-33.50920833,High
-70.706895,-33.50910167,High
-70.70736,-33.50893167,Medium
-70.70788,-33.50872667,High
-70.70824667,-33.50856,High
-70.70819667,-33.508295,Medium
-70.70789667,-33.50797333,High
-70.70767167,-33.50771167,High
-70.70735833,-33.507335,Medium
-70.70707167,-33.50701,Medium
-70.70682167,-33.50673667,Medium
-70.70661667,-33.50648833,Medium
-70.70638167,-33.50621833,Medium
-70.7061,-33.50587333,Medium
-70.70577333,-33.505525,Medium
-70.705555,-33.50524833,Medium
-70.70530833,-33.50495333,Medium
-70.70502167,-33.504615,High
-70.70475,-33.504285,Medium
-70.70423833,-33.50397167,Medium
-70.70385167,-33.50413833,Medium
-70.70343667,-33.50433833,Low
-70.70302167,-33.50452333,Low
-70.70262,-33.504645,Low
-70.702225,-33.50472,Low
-70.70127667,-33.50474167,Low
-70.700735,-33.50464833,Low
-70.70016333,-33.50443167,Low
-70.69960167,-33.50414333,Low
-70.69913333,-33.50371833,Low
-70.69872833,-33.50322333,Low
-70.69833333,-33.502805,Low
-70.69797833,-33.50242667,Low
-70.69757667,-33.50209167,Low
-70.69703333,-33.50188167,High
-70.696475,-33.50180167,Medium
-70.69592667,-33.50189,Medium
-70.695495,-33.50203667,Medium
-70.69512833,-33.50217,Low
-70.694715,-33.50231,Medium
-70.694285,-33.50246833,Medium
-70.69378333,-33.50259,Medium
-70.69335333,-33.50273333,Medium
-70.69297,-33.50286,Medium
-70.69253,-33.50298667,Medium
-70.69215833,-33.50312,Medium
-70.691705,-33.503275,Medium
-70.691315,-33.50341333,Medium
-70.690755,-33.503625,Medium
-70.690415,-33.50374167,High
-70.69000333,-33.50388333,High
-70.68952167,-33.504045,High
-70.68903,-33.50421667,High
-70.68857667,-33.50439833,High
-70.68811667,-33.504565,High
-70.68778167,-33.50465667,High
-70.68706167,-33.50490167,High
-70.68672667,-33.505,High
-70.68640333,-33.50511167,High
-70.68605333,-33.50524833,High
-70.68569667,-33.505375,High
-70.68529167,-33.505495,High
-70.68495333,-33.50561333,High
-70.68465333,-33.505705,High
-70.68423,-33.50586167,High
-70.68377833,-33.505925,Medium
-70.683315,-33.50612,High
-70.68269667,-33.50608833,High
-70.682545,-33.50577167,Medium
-70.68238833,-33.50546333,Medium
-70.68223,-33.50513833,Medium
-70.68203333,-33.50474833,Medium
-70.68185,-33.504395,Medium
-70.68168167,-33.50407833,Medium
-70.68148333,-33.503705,High
-70.68126833,-33.503275,High
-70.681075,-33.50285333,High
-70.68082833,-33.50245167,High
-70.68064167,-33.50208333,Medium
-70.68048667,-33.50180833,Medium
-70.680325,-33.50149667,Medium
-70.68012333,-33.50109333,High
-70.679905,-33.50068833,Medium
-70.67975167,-33.50032333,Medium
-70.67947667,-33.49983167,Medium
-70.67931833,-33.499515,Medium
-70.679145,-33.49919833,Medium
-70.67897167,-33.49886333,High
-70.67882,-33.49855,Medium
-70.67863833,-33.4982,Medium
-70.67849,-33.49795333,Medium
-70.678355,-33.497695,High
-70.6782,-33.497395,Medium
-70.67803167,-33.49711167,Medium
-70.67784,-33.49682167,High
-70.67766,-33.49650833,Medium
-70.677475,-33.49616667,High
-70.67730333,-33.49581,High
-70.67715333,-33.495465,High
-70.67697833,-33.49513667,High
-70.67683,-33.49483667,High
-70.67666667,-33.49452667,High
-70.67647667,-33.49418667,High
-70.67632833,-33.49383833,High
-70.67615833,-33.493485,High
-70.67597667,-33.49312333,High
-70.67580833,-33.49275333,High
-70.67565,-33.4924,High
-70.67547667,-33.49209667,High
-70.67526,-33.491735,High
-70.67508,-33.491325,High
-70.67494167,-33.49103,High
-70.674825,-33.49078333,High
-70.67465667,-33.49045333,Medium
-70.67451167,-33.49012667,High
-70.67433667,-33.48984333,High
-70.67417167,-33.48947833,High
-70.67393,-33.48901,High
-70.67372833,-33.48857333,High
-70.67353167,-33.48817667,High
-70.67340667,-33.48792833,High
-70.67323333,-33.48758833,High
-70.67309833,-33.48726,High
-70.67292833,-33.48693833,High
-70.67272333,-33.48652167,High
-70.67252833,-33.486135,High
-70.67227333,-33.48563333,Medium
-70.67215167,-33.48535833,Medium
-70.67199333,-33.485035,Medium
-70.67179833,-33.48469,Medium
-70.67165,-33.48436167,Medium
-70.67149667,-33.48396,Medium
-70.67128,-33.48351333,High
-70.671065,-33.48306667,Medium
-70.67081667,-33.48257667,Medium
-70.67057167,-33.48210333,Medium
-70.67035667,-33.48165167,Medium
-70.67015333,-33.481175,High
-70.66994333,-33.48074333,High
-70.66974167,-33.48037833,High
-70.66959333,-33.48008333,High
-70.669455,-33.47981167,High
-70.66932333,-33.47952333,High
-70.66917,-33.47917667,Medium
-70.66908667,-33.47877333,High
-70.66945667,-33.47865,High
-70.669855,-33.47862833,High
-70.67031167,-33.47858833,High
-70.67068,-33.478565,High
-70.67101167,-33.47853833,High
-70.671405,-33.47851167,Medium
-70.67184833,-33.47851,Medium
-70.672375,-33.47854333,High
-70.67292333,-33.47850833,Medium
-70.673465,-33.47848833,High
-70.67400167,-33.47848333,Medium
-70.67456833,-33.47846333,Medium
-70.675135,-33.47845167,Medium
-70.67571833,-33.47846833,Medium
-70.67630167,-33.478465,Medium
-70.676905,-33.47843667,High
-70.67751333,-33.47844167,High
-70.67814,-33.478405,Medium
-70.67875667,-33.47841333,Medium
-70.67933667,-33.47840333,Medium
-70.67992333,-33.47838333,Medium
-70.680495,-33.47830833,Medium
-70.68107833,-33.47828,High
-70.681695,-33.478305,Medium
-70.68221667,-33.47833167,Medium
-70.682755,-33.47833167,High
-70.68325167,-33.47828333,High
-70.683735,-33.47818,High
-70.68408333,-33.47797667,High
-70.68426,-33.477575,High
-70.68413167,-33.47711667,Medium
-70.68398333,-33.47666167,Medium
-70.68387167,-33.47627333,Medium
-70.68372667,-33.47589667,High
-70.68362333,-33.47559,High
-70.68346667,-33.47533833,High
-70.68325667,-33.47500667,High
-70.68295,-33.47462833,High
-70.68263833,-33.47419833,High
-70.682305,-33.473765,Medium
-70.68208167,-33.473405,Medium
-70.68193,-33.47317667,Medium
-70.68168,-33.47286833,High
-70.68138167,-33.472475,High
-70.68117,-33.472095,Medium
-70.68102,-33.47189667,High
-70.68081833,-33.47160833,Medium
-70.68061833,-33.47122667,High
-70.6805,-33.47084167,Medium
-70.680255,-33.47061,Medium
-70.67970833,-33.47066,Medium
-70.67912,-33.47065667,High
-70.67853667,-33.47068333,High
-70.67822667,-33.470685,Medium
-70.677845,-33.470655,High
-70.67735667,-33.47064833,High
-70.67677,-33.470635,High
-70.67625167,-33.47063,High
-70.67585,-33.47064167,Medium
-70.67527,-33.47064167,Medium
-70.67480667,-33.47062167,Medium
-70.674285,-33.47060833,Medium
-70.67377167,-33.47063167,Medium
-70.67336,-33.47065167,Medium
-70.672925,-33.470645,Medium
-70.67254667,-33.47063,High
-70.67206333,-33.47061,High
-70.671605,-33.470665,High
-70.67116,-33.47062167,Medium
-70.670785,-33.47061667,High
-70.67033,-33.47058833,High
-70.66989667,-33.47058,High
-70.66942833,-33.470575,High
-70.66896,-33.47060833,Medium
-70.66851667,-33.47059167,Medium
-70.66819833,-33.47058,Medium
-70.66763667,-33.47056,High
-70.66723,-33.47054667,Medium
-70.66674,-33.47054833,High
-70.66614833,-33.47054333,High
-70.66552167,-33.47053333,Medium
-70.66487833,-33.47053167,Medium
-70.66425167,-33.470485,Medium
-70.663595,-33.47046333,Low
-70.66298167,-33.470445,Low
-70.66238667,-33.47039,Low
-70.66176667,-33.47036,Low
-70.66115833,-33.47031,Low
-70.660565,-33.47029833,Low
-70.65952833,-33.47025333,Low
-70.65912333,-33.470215,Low
-70.658635,-33.47020667,Low
-70.6581,-33.470165,Low
-70.65746,-33.47011333,Low
-70.65687833,-33.47009,Medium
-70.65632333,-33.47010667,Medium
-70.65582833,-33.47015667,Medium
-70.65542,-33.47031667,Medium
-70.65505667,-33.47043833,High
-70.654735,-33.47044,Medium
-70.65437667,-33.470415,High
-70.65400833,-33.47038333,High
-70.65361167,-33.47034,High
-70.65319833,-33.470305,Medium
-70.65272833,-33.470245,High
-70.65226167,-33.470195,High
-70.65187333,-33.47016,High
-70.65136167,-33.47010333,High
-70.65100667,-33.470065,Medium
-70.650665,-33.47005333,High
-70.65021167,-33.47,Medium
-70.65002833,-33.47033833,Medium
-70.649995,-33.47073,Medium
-70.64994333,-33.471015,Medium
-70.64987333,-33.471395,Medium
-70.64977833,-33.47189167,High
-70.64974833,-33.47236833,High
-70.64967,-33.47273833,Medium
-70.64957167,-33.47320167,Medium
-70.64953833,-33.47348833,Medium
-70.64951333,-33.47377,High
-70.64946333,-33.47404167,High
-70.64943167,-33.47445833,High
-70.64939,-33.47474167,High
-70.64937,-33.475025,Medium
-70.649315,-33.47527667,Medium
-70.64965,-33.47290167,Medium
-70.64961167,-33.47303167,Medium
-70.61102625,-33.43841125,Low
-70.61328125,-33.43894958,Low
-70.61793812,-33.43964667,Medium
-70.61944083,-33.43989292,Medium
-70.620968,-33.44024767,High
-70.61962458,-33.44466083,Medium
-70.61778375,-33.45237167,Low
-70.61785306,-33.45400528,Medium
-70.61804542,-33.45547604,Medium
-70.61502769,-33.46146506,Medium
-70.61814917,-33.46595833,Medium
-70.62606106,-33.46719376,Medium
-70.62701278,-33.46501611,Medium
-70.62836778,-33.46509583,High
-70.63438097,-33.46576403,High
-70.63532042,-33.4634625,Medium
-70.63682688,-33.45729792,Medium
-70.64029583,-33.44548542,High
-70.64334438,-33.43667813,Low
-70.63976991,-33.42811646,Medium
-70.63999458,-33.42731583,Medium
-70.64046639,-33.42118361,Medium
-70.63913875,-33.41775208,Medium
-70.63506444,-33.40848361,High
-70.63486917,-33.408175,Medium
-70.63227208,-33.40440354,High
-70.63038266,-33.40179802,High
-70.62506,-33.39451258,High
-70.61190694,-33.41573125,Low
-70.61098542,-33.41731083,Medium
-70.61218167,-33.416335,Medium
-70.61338,-33.41725354,Medium
-70.61864028,-33.42178889,Low
-70.61818056,-33.42260528,Low
-70.61634783,-33.42699833,Low
-70.61998483,-33.42934561,Medium
-70.61671944,-33.43466722,Medium
-70.61535083,-33.43456292,Low
-70.61462769,-33.43443296,Medium
-70.61424,-33.43434333,Medium
-70.61390667,-33.43427333,Medium
-70.61355,-33.434195,Medium
-70.613215,-33.43411833,Medium
-70.612825,-33.43404167,Low
-70.61244667,-33.43395333,Low
-70.61203333,-33.43388,Low
-70.611625,-33.43381167,Low
-70.61122667,-33.43374167,Low
-70.61080833,-33.43355833,Low
-70.610435,-33.43348167,Low
-70.61005167,-33.43341667,Medium
-70.60968333,-33.43334167,Medium
-70.60933,-33.43325167,Medium
-70.60898833,-33.43317667,Low
-70.60886833,-33.433445,Low
-70.60876333,-33.433745,Low
-70.608645,-33.43411333,Low
-70.60854833,-33.43451833,Low
-70.60843833,-33.43491833,Low
-70.60832,-33.43534167,Low
-70.60823833,-33.43577333,Low
-70.60814833,-33.436185,Low
-70.60802,-33.43658833,Low
-70.60792,-33.437005,Low
-70.60781333,-33.437385,Medium
-70.607705,-33.43775833,Medium
-70.60755,-33.43814667,Medium
-70.60768667,-33.43842,Low
-70.60810333,-33.43843,Medium
-70.60863333,-33.43842167,Low
-70.60914333,-33.43844667,Low
-70.60968833,-33.43843333,Medium
-70.61023167,-33.43833833,Medium
-70.61069167,-33.43833,Low
-70.61123,-33.43847,Low
-70.61157667,-33.43856333,Low
-70.61203667,-33.43866,Low
-70.61249833,-33.43877167,Low
-70.6129,-33.43886167,Low
-70.61351667,-33.43898333,Low
-70.61383333,-33.43904,Low
-70.61427333,-33.43912,Low
-70.614765,-33.43920833,Low
-70.61528333,-33.43928667,Low
-70.61582,-33.43938667,Medium
-70.61634667,-33.43943833,High
-70.616895,-33.43950167,High
-70.61740333,-33.43956167,Medium
-70.61774833,-33.43961833,Medium
-70.61839667,-33.43972667,Medium
-70.61882167,-33.43981667,Medium
-70.61924667,-33.43987667,Medium
-70.61985333,-33.43997667,High
-70.62020667,-33.44007167,High
-70.620585,-33.44019333,High
-70.621095,-33.44036,High
-70.620975,-33.44073333,Medium
-70.620865,-33.4411,High
-70.62073167,-33.44150667,Medium
-70.62054167,-33.44186833,High
-70.620435,-33.44231167,High
-70.62028333,-33.44270167,High
-70.62016167,-33.44309833,High
-70.62003333,-33.44349833,High
-70.61986667,-33.443875,High
-70.61975333,-33.44421667,High
-70.61968,-33.44454,Medium
-70.619545,-33.44493,Medium
-70.619445,-33.44520833,Medium
-70.61934,-33.445535,Medium
-70.61922833,-33.44585,Low
-70.61912333,-33.44618667,Medium
-70.61896333,-33.44654667,Medium
-70.61887,-33.44689167,Medium
-70.61880167,-33.44725167,Medium
-70.61870667,-33.44762,Low
-70.61864667,-33.44794167,Medium
-70.61854333,-33.44820667,Medium
-70.61844167,-33.44848667,Medium
-70.618405,-33.44882167,Low
-70.618275,-33.44920333,Medium
-70.61826,-33.44961167,Medium
-70.618205,-33.449975,Medium
-70.61813167,-33.45030833,Medium
-70.61809,-33.45062,Medium
-70.61805333,-33.45096333,Medium
-70.618005,-33.45131667,Medium
-70.61793833,-33.45168167,Low
-70.61787167,-33.45198,Medium
-70.61775167,-33.45266667,Medium
-70.61775,-33.45305167,Medium
-70.61778333,-33.45343,Medium
-70.61781833,-33.45370167,Medium
-70.61789167,-33.45435333,Low
-70.61792,-33.45465333,Medium
-70.61795833,-33.45497833,Medium
-70.61801167,-33.45527333,Medium
-70.618095,-33.45582,Medium
-70.617665,-33.45608,Medium
-70.6176,-33.45637167,Medium
-70.617435,-33.45667667,Medium
-70.61727167,-33.456975,Medium
-70.617175,-33.45721167,Medium
-70.61701333,-33.45751333,Low
-70.61685,-33.45782333,Medium
-70.61666,-33.45816833,Medium
-70.61652667,-33.45842833,Medium
-70.61635,-33.45874333,Medium
-70.61617333,-33.45909333,Medium
-70.61599833,-33.45943,Medium
-70.61582833,-33.459775,Medium
-70.61565667,-33.46014667,High
-70.61544667,-33.46051333,Medium
-70.615255,-33.46090167,Medium
-70.61505833,-33.46124,Medium
-70.61507667,-33.46183833,Low
-70.61512333,-33.46219167,Low
-70.61517,-33.462585,Medium
-70.61516,-33.46302667,Low
-70.61513167,-33.46349333,Medium
-70.61508167,-33.46392667,Low
-70.615085,-33.46436167,Medium
-70.61504167,-33.46477,Medium
-70.61506333,-33.46512333,Medium
-70.615065,-33.46540667,Medium
-70.61529667,-33.46564333,Medium
-70.61571833,-33.465685,Medium
-70.61620333,-33.46573833,Medium
-70.61672,-33.465815,Low
-70.61721167,-33.46586833,Medium
-70.61767,-33.465915,Medium
-70.61801833,-33.46595333,Medium
-70.61839,-33.46598833,Medium
-70.61882333,-33.46605333,Medium
-70.61930667,-33.466105,Medium
-70.61984833,-33.46619167,Medium
-70.62035167,-33.46625667,Medium
-70.62085,-33.46632167,Medium
-70.621325,-33.46637833,Medium
-70.6217,-33.466415,Medium
-70.62209,-33.46647,High
-70.62243833,-33.46654333,Medium
-70.62287167,-33.46665333,Medium
-70.623325,-33.46675833,High
-70.62383167,-33.46684,High
-70.62439333,-33.466955,Medium
-70.62499167,-33.46712167,High
-70.625535,-33.467185,High
-70.62638333,-33.46718167,Medium
-70.62650167,-33.46681333,Medium
-70.62659167,-33.46642667,High
-70.62670167,-33.46602833,High
-70.62678833,-33.465625,High
-70.62691167,-33.46527833,High
-70.62712167,-33.46484833,High
-70.62755167,-33.464905,Medium
-70.62791,-33.46497833,High
-70.628875,-33.46516333,High
-70.62923,-33.465195,High
-70.62967667,-33.46525,High
-70.63016333,-33.46532333,High
-70.63061833,-33.46536667,High
-70.631095,-33.46543167,High
-70.63152167,-33.46547167,High
-70.63189,-33.46551333,High
-70.63237,-33.46553167,High
-70.63278667,-33.46557833,High
-70.63319167,-33.46563167,High
-70.63361167,-33.46569333,High
-70.63408,-33.465745,High
-70.63471333,-33.46561167,Medium
-70.634815,-33.46526167,High
-70.63493833,-33.464855,High
-70.63502167,-33.46448,High
-70.63513667,-33.46410333,High
-70.63522,-33.46380667,High
-70.63535333,-33.46331833,Medium
-70.63543667,-33.46300167,High
-70.63554,-33.46257167,Medium
-70.635685,-33.46212833,High
-70.63582,-33.46167167,High
-70.63594667,-33.461205,High
-70.63607333,-33.46075667,High
-70.63617333,-33.46034,High
-70.63627833,-33.45991,High
-70.63637333,-33.45948667,Medium
-70.63645833,-33.45905833,High
-70.63655833,-33.458625,Medium
-70.636635,-33.4582,High
-70.636735,-33.45782667,Medium
-70.63679167,-33.45752667,Medium
-70.63691,-33.45698167,Medium
-70.636995,-33.45662667,High
-70.63710667,-33.45620833,High
-70.63720167,-33.45579,High
-70.637295,-33.45536333,High
-70.637375,-33.45499,High
-70.63744167,-33.45464,High
-70.63751167,-33.45433,High
-70.637585,-33.45404,High
-70.637655,-33.45371333,High
-70.63773,-33.45338667,High
-70.637815,-33.45303333,High
-70.637895,-33.452685,High
-70.63799333,-33.45234667,High
-70.63809833,-33.45202167,High
-70.63821667,-33.45163333,High
-70.638335,-33.45126833,High
-70.63844167,-33.450945,High
-70.638545,-33.45070667,Medium
-70.63865167,-33.45039167,High
-70.63875833,-33.45007167,Medium
-70.63885333,-33.44972833,High
-70.63896,-33.44940667,High
-70.63901333,-33.44911667,High
-70.63912833,-33.44876333,High
-70.63923833,-33.44841833,High
-70.63934167,-33.44805167,Medium
-70.639445,-33.44768333,Low
-70.63953167,-33.447375,Medium
-70.63968833,-33.44708,Medium
-70.639775,-33.44674167,Medium
-70.63988,-33.44644333,Medium
-70.64008333,-33.44604833,Medium
-70.640165,-33.44572667,Medium
-70.64032333,-33.44538667,Medium
-70.64047,-33.44505,Medium
-70.64056333,-33.44470667,Medium
-70.64074167,-33.44438833,High
-70.64085833,-33.44412167,High
-70.64092667,-33.44386667,Medium
-70.64099667,-33.44361167,Medium
-70.64104333,-33.44334333,Medium
-70.64113167,-33.44301667,Medium
-70.64121667,-33.44265833,Medium
-70.641405,-33.44231,Medium
-70.64150167,-33.44190667,Medium
-70.64164833,-33.44148667,Low
-70.64186833,-33.44108167,Medium
-70.64231667,-33.44008,Low
-70.64222833,-33.43957333,Low
-70.64241167,-33.43913667,Low
-70.64250667,-33.43873667,Low
-70.64268333,-33.43836167,Medium
-70.642965,-33.43805333,Low
-70.64322333,-33.43773833,Low
-70.643345,-33.4374,Low
-70.64337667,-33.43706,Medium
-70.64323667,-33.43630333,Medium
-70.643155,-33.43599833,Medium
-70.64306,-33.43570333,Low
-70.64295333,-33.43539,Medium
-70.64285333,-33.435065,High
-70.64274333,-33.43475167,High
-70.64266667,-33.434435,Medium
-70.642565,-33.43409833,Medium
-70.64245,-33.43377333,High
-70.64238333,-33.43343,Medium
-70.642335,-33.43312667,Low
-70.64228833,-33.43285667,Low
-70.64223833,-33.43244333,High
-70.64219,-33.43212167,Medium
-70.64213333,-33.43168,High
-70.64210167,-33.431415,High
-70.64210167,-33.43114333,High
-70.64207,-33.43088167,Medium
-70.64201833,-33.43059833,Medium
-70.64195333,-33.43030333,Medium
-70.641905,-33.42997333,High
-70.64187,-33.42960167,Medium
-70.64176833,-33.42925333,High
-70.641615,-33.428955,High
-70.64132,-33.42878833,High
-70.64093,-33.42861167,Medium
-70.64046,-33.42842667,Medium
-70.640095,-33.428245,Medium
-70.63970833,-33.42781667,Medium
-70.639925,-33.42756667,Medium
-70.63990833,-33.42704667,Medium
-70.63980667,-33.42664833,Medium
-70.63970167,-33.42623833,Medium
-70.63965167,-33.425925,Medium
-70.63968333,-33.425605,Medium
-70.63975333,-33.42525333,Low
-70.63982167,-33.42489167,Low
-70.63986,-33.424545,Low
-70.6399,-33.42422833,Low
-70.63995333,-33.42388167,Medium
-70.64006333,-33.423455,Low
-70.64013167,-33.423015,Low
-70.6402,-33.42257833,Low
-70.64030333,-33.42215833,Low
-70.640355,-33.42172333,Low
-70.64043,-33.421335,Low
-70.64050833,-33.42097167,Low
-70.64061333,-33.420635,Low
-70.64068167,-33.420265,Low
-70.64061167,-33.41987167,Low
-70.6404,-33.419595,Low
-70.64021667,-33.41932833,Low
-70.64,-33.41904,Low
-70.63982667,-33.41875667,Low
-70.63965,-33.41849,Low
-70.63946167,-33.41820333,Medium
-70.63926833,-33.4179,Medium
-70.63903833,-33.417495,Medium
-70.638865,-33.417185,Medium
-70.63866167,-33.41680667,Medium
-70.63855667,-33.41641667,Medium
-70.63848667,-33.41601333,Medium
-70.63842667,-33.415595,Medium
-70.63845,-33.41519,Medium
-70.638485,-33.41477333,Medium
-70.63850333,-33.41437,Medium
-70.63854333,-33.41404833,Medium
-70.63856833,-33.41376333,High
-70.638565,-33.41339333,High
-70.63841833,-33.41314167,High
-70.63820667,-33.41287833,High
-70.638005,-33.41263833,High
-70.63779667,-33.41239,High
-70.63757333,-33.41212833,High
-70.63736667,-33.41187333,High
-70.63715,-33.41158,High
-70.63691833,-33.41128833,High
-70.63665167,-33.410945,High
-70.63639333,-33.41060333,High
-70.63621833,-33.410285,High
-70.63605667,-33.410025,High
-70.635895,-33.40977333,High
-70.63570833,-33.40947833,High
-70.63550167,-33.40912833,High
-70.63527167,-33.40880333,High
-70.634715,-33.407945,High
-70.634475,-33.40755333,High
-70.634215,-33.40715667,High
-70.63392333,-33.406755,High
-70.63366167,-33.40639167,High
-70.63340333,-33.40602667,High
-70.63318,-33.40568333,High
-70.63293,-33.405305,High
-70.63267667,-33.40492333,High
-70.63242667,-33.40457167,High
-70.63209167,-33.40416333,High
-70.63191,-33.40390833,High
-70.63171167,-33.40364167,High
-70.63149167,-33.40335333,High
-70.63127167,-33.40301333,High
-70.631015,-33.402685,High
-70.63079167,-33.40236,High
-70.63056167,-33.40203667,High
-70.63020833,-33.40158,High
-70.62994833,-33.40127,High
-70.62974667,-33.40100833,High
-70.62956,-33.40076167,High
-70.62936333,-33.40048833,High
-70.629145,-33.40017333,High
-70.628885,-33.39985333,High
-70.628655,-33.39946667,High
-70.62842167,-33.39908167,High
-70.628125,-33.39874833,High
-70.62788167,-33.39836667,High
-70.62763833,-33.39804667,High
-70.62744333,-33.397795,High
-70.62723,-33.39751333,High
-70.62702167,-33.39721167,High
-70.62684333,-33.396945,High
-70.62667,-33.39671167,Medium
-70.62646833,-33.39644667,High
-70.62625,-33.39614667,High
-70.62602333,-33.39582333,High
-70.62580167,-33.39549167,High
-70.625585,-33.39518667,High
-70.62539667,-33.39495333,High
-70.62520167,-33.39468833,High
-70.62477333,-33.3945,High
-70.62439667,-33.39464,High
-70.62392667,-33.39482667,High
-70.62350167,-33.39499333,Medium
-70.62302833,-33.39520167,High
